#organism	nchr	16Scopynum	nprot	nprot_withfunc	taxonomy
Syntrophobotulus_glycolicus_DSM_8271_uid63343	1	4	3251	1523	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Peptococcaceae;g:Syntrophobotulus;s:glycolicus
Thermococcus_gammatolerans_EJ3_uid59389	1	1	2156	1000	k:Archaea;p:Euryarchaeota;c:Thermococci;o:Thermococcales;f:Thermococcaceae;g:Thermococcus;s:gammatolerans
Sulfolobus_acidocaldarius_Ron12_I_uid189028	1	1	2317	922	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Sulfolobales;f:Sulfolobaceae;g:Sulfolobus;s:acidocaldarius
Geobacter_sulfurreducens_PCA_uid57743	1	2	3430	1586	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Desulfuromonadales;f:Geobacteraceae;g:Geobacter;s:sulfurreducens
Fervidobacterium_pennivorans_DSM_9078_uid78143	1	2	1947	1036	k:Bacteria;p:Thermotogae;c:Thermotogae;o:Thermotogales;f:Fervidobacteriaceae;g:Fervidobacterium;s:pennivorans
uncultured_Termite_group_1_bacterium_phylotype_Rs_D17_uid59059	1	1	761	584	k:Bacteria;p:Elusimicrobia;c:undef;o:undef;f:undef;g:undef;s:undef
Sphingobacterium_21_uid64755	1	4	5169	1681	k:Bacteria;p:Bacteroidetes;c:Sphingobacteriia;o:Sphingobacteriales;f:Sphingobacteriaceae;g:Sphingobacterium;s:undef
Candidatus_Nitrosopumilus_AR2_uid176130	1	1	1974	739	k:Archaea;p:Thaumarchaeota;c:undef;o:Nitrosopumilales;f:Nitrosopumilaceae;g:Nitrosopumilus;s:undef
Clostridium_BNL1100_uid84307	1	8	3920	1637	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiaceae;g:Clostridium;s:undef
Candidatus_Carsonella_ruddii_HT_isolate_Thao2000_uid172735	1	1	180	139	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Oceanospirillales;f:Halomonadaceae;g:Carsonella;s:ruddii
Methanosaeta_harundinacea_6Ac_uid81199	1	1	2353	1034	k:Archaea;p:Euryarchaeota;c:Methanomicrobia;o:Methanosarcinales;f:Methanosaetaceae;g:Methanosaeta;s:harundinacea
Anabaena_cylindrica_PCC_7122_uid183339	1	4	5320	1672	k:Bacteria;p:Cyanobacteria;c:undef;o:Nostocales;f:Nostocaceae;g:Anabaena;s:cylindrica
Mycoplasma_crocodyli_MP145_uid47087	1	2	689	418	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:crocodyli
Saccharomonospora_viridis_DSM_43017_uid59055	1	3	3828	1628	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Pseudonocardiales;f:Pseudonocardiaceae;g:Saccharomonospora;s:viridis
Brachyspira_hyodysenteriae_WA1_uid59291	1	1	2611	1106	k:Bacteria;p:Spirochaetes;c:Spirochaetia;o:Brachyspirales;f:Brachyspiraceae;g:Brachyspira;s:hyodysenteriae
Candidatus_Arthromitus_SFB_mouse_Japan_uid71379	1	6	1491	828	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiaceae;g:Arthromitus;s:undef
Streptococcus_pyogenes_Alab49_uid162171	1	6	1773	991	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:pyogenes
Thiocystis_violascens_DSM_198_uid74025	1	3	4330	1888	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Chromatiales;f:Chromatiaceae;g:Thiocystis;s:violascens
Yersinia_pestis_CO92_uid57621	1	6	3819	2522	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Yersinia;s:pestis
Shewanella_baltica_BA175_uid52601	1	10	4223	2209	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Shewanellaceae;g:Shewanella;s:baltica
Marinomonas_mediterranea_MMB_1_uid64753	1	7	4121	2075	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Oceanospirillales;f:Oceanospirillaceae;g:Marinomonas;s:mediterranea
Lactobacillus_acidophilus_30SC_uid63605	1	4	2037	943	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactobacillus;s:acidophilus
Legionella_pneumophila_ATCC_43290_uid86885	1	3	2926	1400	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Legionellales;f:Legionellaceae;g:Legionella;s:pneumophila
Listeria_monocytogenes_ATCC_19117_uid175109	1	6	2868	1529	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Listeriaceae;g:Listeria;s:monocytogenes
Mycobacterium_bovis_BCG_Korea_1168P_uid189029	1	1	4139	1546	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacterium;s:bovis
Mycobacterium_chubuense_NBB4_uid168322	1	2	5181	1767	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacterium;s:chubuense
Staphylococcus_lugdunensis_N920143_uid162143	1	5	2425	1333	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Staphylococcaceae;g:Staphylococcus;s:lugdunensis
Propionibacterium_acnes_C1_uid176501	1	3	2359	1171	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Propionibacteriales;f:Propionibacteriaceae;g:Propionibacterium;s:acnes
Pseudomonas_mendocina_ymp_uid58723	1	4	4594	2507	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Pseudomonadaceae;g:Pseudomonas;s:mendocina
Coxiella_burnetii_RSA_331_uid58637	1	1	1930	947	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Legionellales;f:Coxiellaceae;g:Coxiella;s:burnetii
Sulfolobus_islandicus_REY15A_uid162071	1	1	2644	998	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Sulfolobales;f:Sulfolobaceae;g:Sulfolobus;s:islandicus
Halothermothrix_orenii_H_168_uid58585	1	4	2342	1321	k:Bacteria;p:Firmicutes;c:Clostridia;o:Halanaerobiales;f:Halanaerobiaceae;g:Halothermothrix;s:orenii
Campylobacter_jejuni_IA3902_uid159531	1	3	1613	1027	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Campylobacteraceae;g:Campylobacter;s:jejuni
Burkholderia_phymatum_STM815_uid58699	2	6	5421	2627	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:phymatum
Streptococcus_pyogenes_MGAS9429_uid58569	1	6	1877	1092	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:pyogenes
Campylobacter_curvus_525_92_uid58669	1	6	1934	1101	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Campylobacteraceae;g:Campylobacter;s:curvus
Nocardioides_JS614_uid58149	1	2	4645	1715	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Propionibacteriales;f:Nocardioidaceae;g:Nocardioides;s:undef
Thermotoga_maritima_MSB8_uid57723	1	1	1858	1192	k:Bacteria;p:Thermotogae;c:Thermotogae;o:Thermotogales;f:Thermotogaceae;g:Thermotoga;s:maritima
Streptomyces_avermitilis_MA_4680_uid57739	1	6	7580	2448	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Streptomycetales;f:Streptomycetaceae;g:Streptomyces;s:avermitilis
Pseudomonas_putida_GB_1_uid58735	1	7	5408	2817	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Pseudomonadaceae;g:Pseudomonas;s:putida
Mannheimia_haemolytica_USDA_ARS_SAM_185_uid195457	1	6	2537	1514	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pasteurellales;f:Pasteurellaceae;g:Mannheimia;s:haemolytica
Klebsiella_pneumoniae_NTUH_K2044_uid59073	1	8	4992	3200	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Klebsiella;s:pneumoniae
Stenotrophomonas_maltophilia_R551_3_uid58657	1	4	4039	2025	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Xanthomonadales;f:Xanthomonadaceae;g:Stenotrophomonas;s:maltophilia
Shewanella_W3_18_1_uid58341	1	8	4044	2175	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Shewanellaceae;g:Shewanella;s:undef
Ignavibacterium_album_JCM_16511_uid162097	1	1	3195	1248	k:Bacteria;p:Ignavibacteriae;c:Ignavibacteria;o:Ignavibacteriales;f:Ignavibacteriaceae;g:Ignavibacterium;s:album
Mycobacterium_tuberculosis_H37Rv_uid170532	1	1	4111	1892	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacterium;s:tuberculosis
Acidovorax_ebreus_TPSY_uid59233	1	3	3479	1962	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Acidovorax;s:ebreus
Escherichia_coli_APEC_O1_uid58623	1	7	4430	2911	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:coli
Clostridium_stercorarium_DSM_8532_uid195569	1	3	2546	1300	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Ruminococcaceae;g:Clostridium;s:stercorarium
Escherichia_blattae_DSM_4481_uid165043	1	8	3904	2523	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Shimwellia;s:blattae
Escherichia_coli_O111_H__11128_uid41023	1	7	4968	3066	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:coli
Clostridium_acetobutylicum_DSM_1731_uid68293	1	11	3737	1633	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiaceae;g:Clostridium;s:acetobutylicum
Porphyromonas_gingivalis_W83_uid57641	1	4	1909	835	k:Bacteria;p:Bacteroidetes;c:Bacteroidia;o:Bacteroidales;f:Porphyromonadaceae;g:Porphyromonas;s:gingivalis
Streptomyces_venezuelae_ATCC_10712_uid177080	1	7	7448	2219	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Streptomycetales;f:Streptomycetaceae;g:Streptomyces;s:venezuelae
Riemerella_anatipestifer_RA_CH_1_uid175469	1	3	2186	893	k:Bacteria;p:Bacteroidetes;c:Flavobacteriia;o:Flavobacteriales;f:Flavobacteriaceae;g:Riemerella;s:anatipestifer
Enterococcus_faecalis_V583_uid57669	1	4	3112	1432	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Enterococcaceae;g:Enterococcus;s:faecalis
Chlamydia_psittaci_WS_RT_E30_uid175575	1	1	1044	538	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:psittaci
Meiothermus_silvanus_DSM_9946_uid49485	1	2	3072	1431	k:Bacteria;p:Deinococcus-Thermus;c:Deinococci;o:Thermales;f:Thermaceae;g:Meiothermus;s:silvanus
Enterobacter_cloacae_EcWSU1_uid80739	1	8	4534	2828	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Enterobacter;s:cloacae
Butyrivibrio_proteoclasticus_B316_uid51489	2	6	3189	1327	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Lachnospiraceae;g:Butyrivibrio;s:proteoclasticus
Vibrio_cholerae_MJ_1236_uid59387	2	7	3772	2307	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Vibrionales;f:Vibrionaceae;g:Vibrio;s:cholerae
Dickeya_dadantii_Ech703_uid59363	1	7	3970	2612	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Dickeya;s:dadantii
Lactobacillus_buchneri_uid73657	1	5	2314	1163	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactobacillus;s:buchneri
Corynebacterium_pseudotuberculosis_P54B96_uid157909	1	4	2084	1099	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Corynebacteriaceae;g:Corynebacterium;s:pseudotuberculosis
Prochlorococcus_marinus_NATL2A_uid58359	1	1	2162	992	k:Bacteria;p:Cyanobacteria;c:undef;o:Prochlorales;f:Prochlorococcaceae;g:Prochlorococcus;s:marinus
Bacillus_cereus_NC7401_uid82815	1	14	5408	2219	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:cereus
Mycobacterium_intracellulare_ATCC_13950_uid167994	1	1	5144	1639	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacterium;s:intracellulare
Candidatus_Sulcia_muelleri_DMIN_uid47075	1	1	226	199	k:Bacteria;p:Bacteroidetes;c:Flavobacteriia;o:Flavobacteriales;f:undef;g:Sulcia;s:muelleri
Leuconostoc_citreum_KM20_uid58481	1	4	1702	1033	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Leuconostocaceae;g:Leuconostoc;s:citreum
Anaplasma_marginale_Florida_uid58577	1	1	940	601	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rickettsiales;f:Anaplasmataceae;g:Anaplasma;s:marginale
Fervidicoccus_fontis_Kam940_uid162201	1	1	1385	706	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Fervidicoccales;f:Fervidicoccaceae;g:Fervidicoccus;s:fontis
Escherichia_coli_DH1_uid162051	1	7	4259	2868	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:coli
Agrobacterium_H13_3_uid63403	2	5	4694	2329	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Rhizobiaceae;g:Agrobacterium;s:undef
Listeria_monocytogenes_SLCC5850_uid175110	1	6	2865	1571	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Listeriaceae;g:Listeria;s:monocytogenes
Rhodococcus_opacus_B4_uid13791	1	4	7246	2633	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Nocardiaceae;g:Rhodococcus;s:opacus
Neisseria_meningitidis_M01_240355_uid162075	1	4	1971	1163	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Neisseriales;f:Neisseriaceae;g:Neisseria;s:meningitidis
Methanospirillum_hungatei_JF_1_uid58181	1	4	3131	1146	k:Archaea;p:Euryarchaeota;c:Methanomicrobia;o:Methanomicrobiales;f:Methanospirillaceae;g:Methanospirillum;s:hungatei
Bordetella_bronchiseptica_MO149_uid177517	1	3	4622	2330	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Alcaligenaceae;g:Bordetella;s:bronchiseptica
Aggregatibacter_aphrophilus_NJ8700_uid59407	1	6	2219	1490	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pasteurellales;f:Pasteurellaceae;g:Aggregatibacter;s:aphrophilus
Rhodopseudomonas_palustris_BisB18_uid58443	1	2	4886	2268	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Bradyrhizobiaceae;g:Rhodopseudomonas;s:palustris
Psychromonas_CNPT3_uid54249	1	10	2580	1657	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Psychromonadaceae;g:Psychromonas;s:undef
Burkholderia_CCGE1002_uid42523	3	7	6483	3035	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:undef
Rhodobacter_sphaeroides_ATCC_17029_uid58449	2	4	4024	2222	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodobacterales;f:Rhodobacteraceae;g:Rhodobacter;s:sphaeroides
Opitutus_terrae_PB90_1_uid58965	1	1	4612	1689	k:Bacteria;p:Verrucomicrobia;c:Opitutae;o:Opitutales;f:Opitutaceae;g:Opitutus;s:terrae
Methanosarcina_barkeri_Fusaro_uid57715	1	3	3607	1426	k:Archaea;p:Euryarchaeota;c:Methanomicrobia;o:Methanosarcinales;f:Methanosarcinaceae;g:Methanosarcina;s:barkeri
Salinispora_arenicola_CNS_205_uid58659	1	3	4917	1833	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Micromonosporales;f:Micromonosporaceae;g:Salinispora;s:arenicola
Roseobacter_denitrificans_OCh_114_uid58597	1	1	3946	2190	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodobacterales;f:Rhodobacteraceae;g:Roseobacter;s:denitrificans
Bacillus_subtilis_BSP1_uid184010	1	10	3847	2069	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:subtilis
Klebsiella_pneumoniae_342_uid59145	1	8	5423	3313	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Klebsiella;s:pneumoniae
Mycoplasma_gallisepticum_VA94_7994_1_7P_uid172624	1	2	767	383	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:gallisepticum
Leptospira_biflexa_serovar_Patoc__Patoc_1__Ames__uid58511	2	2	3543	1318	k:Bacteria;p:Spirochaetes;c:Spirochaetia;o:undef;f:Leptospiraceae;g:Leptospira;s:biflexa
Corynebacterium_pseudotuberculosis_316_uid89381	1	4	2106	1111	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Corynebacteriaceae;g:Corynebacterium;s:pseudotuberculosis
Pseudomonas_fluorescens_Pf0_1_uid57591	1	6	5722	2943	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Pseudomonadaceae;g:Pseudomonas;s:fluorescens
beta_proteobacterium_CB_uid191340	1	1	2112	1229	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:undef;f:undef;g:undef;s:undef
Listeria_monocytogenes_serotype_7_SLCC2482_uid174871	1	6	2874	1537	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Listeriaceae;g:Listeria;s:monocytogenes
Nocardiopsis_dassonvillei_DSM_43111_uid49483	2	5	5497	1968	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Streptosporangiales;f:Nocardiopsaceae;g:Nocardiopsis;s:dassonvillei
Desulfotomaculum_acetoxidans_DSM_771_uid59109	1	10	4068	1536	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Peptococcaceae;g:Desulfotomaculum;s:acetoxidans
Shewanella_woodyi_ATCC_51908_uid58721	1	10	4880	2379	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Shewanellaceae;g:Shewanella;s:woodyi
Salinispora_tropica_CNB_440_uid58565	1	3	4536	1655	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Micromonosporales;f:Micromonosporaceae;g:Salinispora;s:tropica
Clostridium_botulinum_A_ATCC_3502_uid61579	1	9	3572	1609	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiaceae;g:Clostridium;s:botulinum
Mesoplasma_florum_L1_uid58055	1	2	680	411	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Entomoplasmatales;f:Entomoplasmataceae;g:Mesoplasma;s:florum
Chlamydia_trachomatis_G_9301_uid161377	1	2	921	528	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:trachomatis
Oligotropha_carboxidovorans_OM4_uid162135	1	1	3287	1621	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Bradyrhizobiaceae;g:Oligotropha;s:carboxidovorans
Gloeobacter_violaceus_PCC_7421_uid58011	1	1	4430	1603	k:Bacteria;p:Cyanobacteria;c:Gloeobacteria;o:Gloeobacterales;f:undef;g:Gloeobacter;s:violaceus
Halobacterium_salinarum_R1_uid61571	1	1	2110	1004	k:Archaea;p:Euryarchaeota;c:Halobacteria;o:Halobacteriales;f:Halobacteriaceae;g:Halobacterium;s:salinarum
Lactobacillus_gasseri_ATCC_33323_uid57687	1	6	1755	902	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactobacillus;s:gasseri
Cellulophaga_algicola_DSM_14237_uid62159	1	5	4163	1449	k:Bacteria;p:Bacteroidetes;c:Flavobacteriia;o:Flavobacteriales;f:Flavobacteriaceae;g:Cellulophaga;s:algicola
Sinorhizobium_meliloti_SM11_uid159685	1	3	3785	1718	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Rhizobiaceae;g:Sinorhizobium;s:meliloti
Burkholderia_CCGE1001_uid42975	2	6	5965	2880	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:undef
Burkholderia_pseudomallei_1106a_uid58515	2	4	7174	2959	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:pseudomallei
Streptococcus_suis_ST1_uid167482	1	4	1987	1061	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:suis
Bacillus_JS_uid162189	1	10	4239	2112	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:undef
cyanobacterium_UCYN_A_uid43697	1	2	1199	754	k:Bacteria;p:Cyanobacteria;c:undef;o:Chroococcales;f:undef;g:Atelocyanobacterium;s:thalassa
Neisseria_meningitidis_MC58_uid57817	1	4	2063	1235	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Neisseriales;f:Neisseriaceae;g:Neisseria;s:meningitidis
Meiothermus_ruber_DSM_1279_uid46661	1	2	3014	1506	k:Bacteria;p:Deinococcus-Thermus;c:Deinococci;o:Thermales;f:Thermaceae;g:Meiothermus;s:ruber
Bacillus_coagulans_2_6_uid68053	1	1	2971	1530	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:coagulans
Mycoplasma_cynos_C142_uid184824	1	3	883	393	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:cynos
Streptococcus_parasanguinis_ATCC_15912_uid49313	1	4	2022	1096	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:parasanguinis
Ehrlichia_ruminantium_Welgevonden_uid58243	1	1	958	585	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rickettsiales;f:Anaplasmataceae;g:Ehrlichia;s:ruminantium
Aromatoleum_aromaticum_EbN1_uid58231	1	4	4110	1850	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Rhodocyclales;f:Rhodocyclaceae;g:Aromatoleum;s:aromaticum
Candidatus_Nitrosopumilus_koreensis_AR1_uid176129	1	1	1890	711	k:Archaea;p:Thaumarchaeota;c:undef;o:Nitrosopumilales;f:Nitrosopumilaceae;g:Nitrosopumilus;s:koreensis
Natrialba_magadii_ATCC_43099_uid46245	1	2	3559	1266	k:Archaea;p:Euryarchaeota;c:Halobacteria;o:Natrialbales;f:Natrialbaceae;g:Natrialba;s:magadii
Mycobacterium_tuberculosis_H37Rv_uid57777	1	1	4018	1908	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacterium;s:tuberculosis
Mycoplasma_pneumoniae_FH_uid162027	1	1	629	339	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:pneumoniae
Halobacillus_halophilus_DSM_2266_uid162033	1	7	4112	1819	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Halobacillus;s:halophilus
Helicobacter_cinaedi_PAGU611_uid162219	1	2	2096	858	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:cinaedi
Isosphaera_pallida_ATCC_43644_uid62207	1	3	3690	1324	k:Bacteria;p:Planctomycetes;c:Planctomycetia;o:Planctomycetales;f:Planctomycetaceae;g:Isosphaera;s:pallida
Burkholderia_glumae_BGR1_uid59397	2	5	5366	2614	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:glumae
Ralstonia_solanacearum_GMI1000_uid57593	1	3	3436	1892	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Ralstonia;s:solanacearum
Leptospira_interrogans_serovar_Lai_IPAV_uid161957	2	2	3711	1175	k:Bacteria;p:Spirochaetes;c:Spirochaetia;o:undef;f:Leptospiraceae;g:Leptospira;s:interrogans
Neisseria_meningitidis_WUE_2594_uid162093	1	4	1941	1134	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Neisseriales;f:Neisseriaceae;g:Neisseria;s:meningitidis
Kitasatospora_setae_KM_6054_uid77027	1	9	7566	2160	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Streptomycetales;f:Streptomycetaceae;g:Kitasatospora;s:setae
Listeria_monocytogenes_SLCC2378_uid175105	1	6	2874	1525	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Listeriaceae;g:Listeria;s:monocytogenes
Staphylococcus_aureus_08BA02176_uid175257	1	6	2701	1368	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Staphylococcaceae;g:Staphylococcus;s:aureus
Shewanella_oneidensis_MR_1_uid57949	1	9	4065	2134	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Shewanellaceae;g:Shewanella;s:oneidensis
Amycolatopsis_mediterranei_S699_uid158689	1	4	9575	2665	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Pseudonocardiales;f:Pseudonocardiaceae;g:Amycolatopsis;s:mediterranei
Brucella_melitensis_NI_uid158853	2	3	3229	1751	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Brucellaceae;g:Brucella;s:melitensis
Streptococcus_pasteurianus_ATCC_43144_uid68019	1	5	1869	1144	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:pasteurianus
Streptococcus_suis_A7_uid162111	1	4	1974	1070	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:suis
Streptomyces_bingchenggensis_BCW_1_uid82931	1	6	10022	2700	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Streptomycetales;f:Streptomycetaceae;g:Streptomyces;s:bingchenggensis
